Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Garlic,2009,Whole Year,Haryana,735.0,393.0,114527.7,124.95,6.032222222,130,48,35,7.9,24.82,838.16,42.83
Onion,2009,Whole Year,Haryana,1535.0,393.0,239183.7,260.95,19.35785714,130,48,35,7.9,24.82,838.16,42.83
Potato,2009,Whole Year,Haryana,12269.0,393.0,1911755.58,2085.73,17.30357143,130,48,35,7.9,24.82,838.16,42.83
Sugarcane,2009,Whole Year,Haryana,79171.0,393.0,12336425.22,13459.07,47.4235,130,48,35,7.9,24.82,838.16,42.83
Sweet Potato,2009,Whole Year,Haryana,59.0,393.0,9193.38,10.03,13.7,130,48,35,7.9,24.82,838.16,42.83
Dry Chillies,2010,Whole Year,Haryana,1139.0,639.2,189199.29,273.36,6.945333333,130,48,35,7.9,24.57,1351.9,48.87
Onion,2010,Whole Year,Haryana,2150.0,639.2,357136.5,516.0,19.95642857,130,48,35,7.9,24.57,1351.9,48.87
Potato,2010,Whole Year,Haryana,12412.0,639.2,2061757.32,2978.88,21.70428571,130,48,35,7.9,24.57,1351.9,48.87
Onion,2011,Whole Year,Haryana,1860.0,471.5409091,311587.2,613.8,16.7075,130,48,35,7.9,23.37,1247.88,53.91
Potato,2011,Whole Year,Haryana,12074.0,471.5409091,2022636.48,3984.42,20.60733333,130,48,35,7.9,23.37,1247.88,53.91
Sugarcane,2011,Whole Year,Haryana,94892.0,471.5409091,15896307.84,31314.36,5.534761905,130,48,35,7.9,23.37,1247.88,53.91
Dry Chillies,2012,Whole Year,Haryana,832.0,307.9,125465.6,257.92,10.43785714,130,48,35,7.9,24.1,851.78,44.99
Garlic,2012,Whole Year,Haryana,657.0,307.9,99075.6,203.67,9.393333333,130,48,35,7.9,24.1,851.78,44.99
Onion,2012,Whole Year,Haryana,2330.0,307.9,351364.0,722.3,25.96909091,130,48,35,7.9,24.1,851.78,44.99
Potato,2012,Whole Year,Haryana,12780.0,307.9,1927224.0,3961.8,22.85384615,130,48,35,7.9,24.1,851.78,44.99
Sugarcane,2012,Whole Year,Haryana,100986.0,307.9,15228688.8,31305.66,61.4215,130,48,35,7.9,24.1,851.78,44.99
Sweet Potato,2012,Whole Year,Haryana,179.0,307.9,26993.2,55.49,16.78333333,130,48,35,7.9,24.1,851.78,44.99
Garlic,2013,Whole Year,Haryana,4316.0,452.2,623618.84,1165.32,8.170952381,130,48,35,7.9,23.55,1403.69,54.16
Ginger,2013,Whole Year,Haryana,625.0,452.2,90306.25,168.75,14.50666667,130,48,35,7.9,23.55,1403.69,54.16
Onion,2013,Whole Year,Haryana,30163.0,452.2,4358251.87,8144.01,22.45714286,130,48,35,7.9,23.55,1403.69,54.16
Peas & Beans (Pulses),2013,Kharif,Haryana,15400.0,452.2,2225146.0,4158.0,7.160952381,130,48,35,7.9,23.55,1403.69,54.16
Potato,2013,Whole Year,Haryana,29973.0,452.2,4330798.77,8092.71,23.14047619,130,48,35,7.9,23.55,1403.69,54.16
Sugarcane,2013,Whole Year,Haryana,101000.0,452.2,14593490.0,27270.0,74.98714286,130,48,35,7.9,23.55,1403.69,54.16
Turmeric,2013,Whole Year,Haryana,3044.0,452.2,439827.56,821.88,11.3,130,48,35,7.9,23.55,1403.69,54.16
Garlic,2014,Whole Year,Haryana,3342.0,301.3,504508.32,1102.86,10.69666667,130,48,35,7.9,24.18,852.59,46.92
Ginger,2014,Whole Year,Haryana,285.0,301.3,43023.6,94.05,13.93333333,130,48,35,7.9,24.18,852.59,46.92
Onion,2014,Whole Year,Haryana,28688.0,301.3,4330740.48,9467.04,22.56047619,130,48,35,7.9,24.18,852.59,46.92
Peas & Beans (Pulses),2014,Kharif,Haryana,14703.0,301.3,2219564.88,4851.99,7.4015,130,48,35,7.9,24.18,852.59,46.92
Potato,2014,Whole Year,Haryana,30134.0,301.3,4549028.64,9944.22,23.752,130,48,35,7.9,24.18,852.59,46.92
Sugarcane,2014,Whole Year,Haryana,95000.0,301.3,14341200.0,31350.0,72.15153846,130,48,35,7.9,24.18,852.59,46.92
Turmeric,2014,Whole Year,Haryana,3046.0,301.3,459824.16,1005.18,11.8825,130,48,35,7.9,24.18,852.59,46.92
Garlic,2015,Whole Year,Haryana,3973.0,426.8,627376.43,1311.09,9.771428571,130,48,35,7.9,23.9,1130.12,50.67
Ginger,2015,Whole Year,Haryana,289.0,426.8,45635.99,95.37,14.3375,130,48,35,7.9,23.9,1130.12,50.67
Onion,2015,Whole Year,Haryana,30645.0,426.8,4839151.95,10112.85,23.16333333,130,48,35,7.9,23.9,1130.12,50.67
Peas & Beans (Pulses),2015,Kharif,Haryana,14276.0,426.8,2254323.16,4711.08,7.978571429,130,48,35,7.9,23.9,1130.12,50.67
Potato,2015,Whole Year,Haryana,34273.0,426.8,5412049.43,11310.09,24.81095238,130,48,35,7.9,23.9,1130.12,50.67
Sugarcane,2015,Whole Year,Haryana,93000.0,426.8,14685630.0,30690.0,74.57733333,130,48,35,7.9,23.9,1130.12,50.67
Turmeric,2015,Whole Year,Haryana,1852.0,426.8,292449.32,611.16,10.83636364,130,48,35,7.9,23.9,1130.12,50.67
Garlic,2016,Whole Year,Haryana,3878.0,554.7,594303.5,1357.3,10.1747619,130,48,35,7.9,24.96,893.69,43.94
Ginger,2016,Whole Year,Haryana,108.0,554.7,16551.0,37.8,15.10333333,130,48,35,7.9,24.96,893.69,43.94
Onion,2016,Whole Year,Haryana,28164.0,554.7,4316133.0,9857.4,24.83,130,48,35,7.9,24.96,893.69,43.94
Peas & Beans (Pulses),2016,Kharif,Haryana,14225.0,554.7,2179981.25,4978.75,8.504761905,130,48,35,7.9,24.96,893.69,43.94
Potato,2016,Whole Year,Haryana,32832.0,554.7,5031504.0,11491.2,24.84571429,130,48,35,7.9,24.96,893.69,43.94
Sugarcane,2016,Whole Year,Haryana,101500.0,554.7,15554875.0,35525.0,77.64055556,130,48,35,7.9,24.96,893.69,43.94
Turmeric,2016,Whole Year,Haryana,1885.0,554.7,288876.25,659.75,12.551,130,48,35,7.9,24.96,893.69,43.94
Garlic,2017,Whole Year,Haryana,4420.0,417.1,695884.8,1679.6,12.01368421,130,48,35,7.9,24.11,1232.64,49.77
Ginger,2017,Whole Year,Haryana,592.0,417.1,93204.48,224.96,7.713333333,130,48,35,7.9,24.11,1232.64,49.77
Onion,2017,Whole Year,Haryana,29931.0,417.1,4712336.64,11373.78,23.97666667,130,48,35,7.9,24.11,1232.64,49.77
Peas & Beans (Pulses),2017,Kharif,Haryana,15559.0,417.1,2449608.96,5912.42,9.862857143,130,48,35,7.9,24.11,1232.64,49.77
Potato,2017,Whole Year,Haryana,34718.0,417.1,5466001.92,13192.84,26.06142857,130,48,35,7.9,24.11,1232.64,49.77
Sugarcane,2017,Whole Year,Haryana,114900.0,417.1,18089856.0,43662.0,82.12473684,130,48,35,7.9,24.11,1232.64,49.77
Turmeric,2017,Whole Year,Haryana,829.0,417.1,130517.76,315.02,12.501,130,48,35,7.9,24.11,1232.64,49.77
Garlic,2018,Whole Year,Haryana,3293.0,533.2,534124.6,1152.55,11.64190476,130,48,35,7.9,23.57,1425.82,53.02
Ginger,2018,Whole Year,Haryana,92.0,533.2,14922.4,32.2,7.245,130,48,35,7.9,23.57,1425.82,53.02
Onion,2018,Whole Year,Haryana,32010.0,533.2,5192022.0,11203.5,24.73863636,130,48,35,7.9,23.57,1425.82,53.02
Peas & Beans (Pulses),2018,Kharif,Haryana,15586.0,533.2,2528049.2,5455.1,10.43333333,130,48,35,7.9,23.57,1425.82,53.02
Potato,2018,Whole Year,Haryana,34738.0,533.2,5634503.6,12158.3,25.85727273,130,48,35,7.9,23.57,1425.82,53.02
Sugarcane,2018,Whole Year,Haryana,108900.0,533.2,17663580.0,38115.0,77.968,130,48,35,7.9,23.57,1425.82,53.02
Turmeric,2018,Whole Year,Haryana,921.0,533.2,149386.2,322.35,11.2,130,48,35,7.9,23.57,1425.82,53.02
Garlic,2019,Whole Year,Haryana,3096.0,351.8,531768.96,1145.52,11.068,130,48,35,7.9,23.3,1138.97,55.64
Ginger,2019,Whole Year,Haryana,74.0,351.8,12710.24,27.38,10.345,130,48,35,7.9,23.3,1138.97,55.64
Onion,2019,Whole Year,Haryana,23749.0,351.8,4079128.24,8787.13,24.54181818,130,48,35,7.9,23.3,1138.97,55.64
Peas & Beans (Pulses),2019,Kharif,Haryana,13744.0,351.8,2360669.44,5085.28,13.10181818,130,48,35,7.9,23.3,1138.97,55.64
Potato,2019,Whole Year,Haryana,38200.0,351.8,6561232.0,14134.0,25.395,130,48,35,7.9,23.3,1138.97,55.64
Sugarcane,2019,Whole Year,Haryana,96300.0,351.8,16540488.0,35631.0,78.94444444,130,48,35,7.9,23.3,1138.97,55.64
Turmeric,2019,Whole Year,Haryana,1753.0,351.8,301095.28,648.61,12.75375,130,48,35,7.9,23.3,1138.97,55.64
Potato,1998,Kharif,Himachal Pradesh,10580.0,1381.6,1045304.0,3068.2,11.007,60,20,40,6.0,21.24,962.76,47.03
Potato,1998,Rabi,Himachal Pradesh,3251.0,1381.6,321198.8,942.79,10.772,60,20,40,6.0,21.24,962.76,47.03
Potato,1999,Whole Year,Himachal Pradesh,627.0,1144.9,66543.51,169.29,5.58,60,20,40,6.0,22.3,572.46,36.63
Sugarcane,1999,Whole Year,Himachal Pradesh,3005.0,1144.9,318920.65,811.35,5.206666667,60,20,40,6.0,22.3,572.46,36.63
Ginger,2001,Kharif,Himachal Pradesh,2609.0,918.1,266457.17,678.34,10.94888889,60,20,40,6.0,21.39,919.92,42.75
Onion,2001,Whole Year,Himachal Pradesh,1112.0,918.1,113568.56,289.12,8.397777778,60,20,40,6.0,21.39,919.92,42.75
Potato,2001,Whole Year,Himachal Pradesh,8480.0,918.1,866062.4,2204.8,8.677272727,60,20,40,6.0,21.39,919.92,42.75
Ginger,2002,Kharif,Himachal Pradesh,2455.0,890.8,232414.85,613.75,6.73,60,20,40,6.0,22.21,721.57,39.96
Onion,2002,Whole Year,Himachal Pradesh,807.0,890.8,76398.69,201.75,5.328,60,20,40,6.0,22.21,721.57,39.96
Potato,2002,Whole Year,Himachal Pradesh,13941.0,890.8,1319794.47,3485.25,10.06,60,20,40,6.0,22.21,721.57,39.96
Ginger,2003,Kharif,Himachal Pradesh,2044.0,1112.6,202315.12,490.56,6.75,60,20,40,6.0,21.07,1058.23,47.81
Potato,2003,Whole Year,Himachal Pradesh,15036.0,1112.6,1488263.28,3608.64,11.48666667,60,20,40,6.0,21.07,1058.23,47.81
Ginger,2004,Kharif,Himachal Pradesh,2043.0,939.2,221338.62,429.03,7.264285714,60,20,40,6.0,21.64,951.26,45.48
Potato,2004,Whole Year,Himachal Pradesh,14808.0,939.2,1604298.72,3109.68,10.27166667,60,20,40,6.0,21.64,951.26,45.48
Ginger,2005,Kharif,Himachal Pradesh,2179.0,1248.1,261305.68,457.59,7.377777778,60,20,40,6.0,20.99,916.17,47.53
Potato,2005,Whole Year,Himachal Pradesh,14012.0,1248.1,1680319.04,2942.52,6.635833333,60,20,40,6.0,20.99,916.17,47.53
Sugarcane,2005,Whole Year,Himachal Pradesh,2589.0,1248.1,310472.88,543.69,6.542857143,60,20,40,6.0,20.99,916.17,47.53
Onion,2006,Rabi,Himachal Pradesh,893.0,1207.0,114045.03,196.46,8.546,60,20,40,6.0,21.73,855.31,48.18
Potato,2006,Whole Year,Himachal Pradesh,12687.0,1207.0,1620256.77,2791.14,10.05416667,60,20,40,6.0,21.73,855.31,48.18
Sugarcane,2006,Whole Year,Himachal Pradesh,3019.0,1207.0,385556.49,664.18,13.465,60,20,40,6.0,21.73,855.31,48.18
Ginger,2007,Kharif,Himachal Pradesh,2273.0,1095.4,303218.2,363.68,10.15,60,20,40,6.0,21.4,925.42,47.22
Onion,2007,Rabi,Himachal Pradesh,823.0,1095.4,109788.2,131.68,8.408,60,20,40,6.0,21.4,925.42,47.22
Potato,2007,Kharif,Himachal Pradesh,13583.0,1095.4,1811972.2,2173.28,9.051666667,60,20,40,6.0,21.4,925.42,47.22
Sugarcane,2007,Kharif,Himachal Pradesh,2697.0,1095.4,359779.8,431.52,13.81285714,60,20,40,6.0,21.4,925.42,47.22
Onion,2008,Rabi,Himachal Pradesh,776.0,1357.1,110999.04,69.84,5.795,60,20,40,6.0,20.46,1518.43,54.07
Potato,2008,Kharif,Himachal Pradesh,7954.0,1357.1,1137740.16,715.86,11.051,60,20,40,6.0,20.46,1518.43,54.07
Sugarcane,2008,Kharif,Himachal Pradesh,2338.0,1357.1,334427.52,210.42,15.18142857,60,20,40,6.0,20.46,1518.43,54.07
Onion,2009,Rabi,Himachal Pradesh,918.0,969.9,143042.76,156.06,5.744,60,20,40,6.0,21.67,861.19,45.16
Potato,2009,Kharif,Himachal Pradesh,6436.0,969.9,1002857.52,1094.12,11.582,60,20,40,6.0,21.67,861.19,45.16
Sugarcane,2009,Whole Year,Himachal Pradesh,2124.0,969.9,330961.68,361.08,16.11857143,60,20,40,6.0,21.67,861.19,45.16
Potato,2010,Kharif,Himachal Pradesh,6411.0,1319.8,1064931.21,1538.64,10.688,60,20,40,6.0,21.63,1382.72,50.07
Sugarcane,2010,Whole Year,Himachal Pradesh,1628.0,1319.8,270427.08,390.72,17.22,60,20,40,6.0,21.63,1382.72,50.07
Onion,2011,Rabi,Himachal Pradesh,724.0,1108.3,121284.48,238.92,9.198,60,20,40,6.0,20.45,1302.73,55.41
Potato,2011,Kharif,Himachal Pradesh,6423.0,1108.3,1075980.96,2119.59,11.144,60,20,40,6.0,20.45,1302.73,55.41
Sugarcane,2011,Whole Year,Himachal Pradesh,1967.0,1108.3,329511.84,649.11,10.67857143,60,20,40,6.0,20.45,1302.73,55.41
Ginger,2012,Kharif,Himachal Pradesh,2406.0,1035.0,362824.8,745.86,7.345555556,60,20,40,6.0,21.07,878.81,48.09
Onion,2012,Rabi,Himachal Pradesh,748.0,1035.0,112798.4,231.88,9.482,60,20,40,6.0,21.07,878.81,48.09
Potato,2012,Kharif,Himachal Pradesh,6404.0,1035.0,965723.2,1985.24,10.782,60,20,40,6.0,21.07,878.81,48.09
Sugarcane,2012,Whole Year,Himachal Pradesh,1836.0,1035.0,276868.8,569.16,16.37571429,60,20,40,6.0,21.07,878.81,48.09
Onion,2013,Rabi,Himachal Pradesh,764.0,1216.9,110390.36,206.28,9.466666667,60,20,40,6.0,20.83,1480.17,56.51
Potato,2013,Kharif,Himachal Pradesh,6228.0,1216.9,899883.72,1681.56,10.642,60,20,40,6.0,20.83,1480.17,56.51
Ginger,2014,Kharif,Himachal Pradesh,2144.0,1019.9,323658.24,707.52,6.611,60,20,40,6.0,21.16,940.1,51.13
Onion,2014,Rabi,Himachal Pradesh,806.0,1019.9,121673.76,265.98,9.471,60,20,40,6.0,21.16,940.1,51.13
Potato,2014,Kharif,Himachal Pradesh,6548.0,1019.9,988486.08,2160.84,10.461,60,20,40,6.0,21.16,940.1,51.13
Sugarcane,2014,Whole Year,Himachal Pradesh,1600.0,1019.9,241536.0,528.0,26.19142857,60,20,40,6.0,21.16,940.1,51.13
Ginger,2015,Kharif,Himachal Pradesh,2276.0,1223.2,359403.16,751.08,6.84,60,20,40,6.0,21.04,1153.65,54.22
Onion,2015,Rabi,Himachal Pradesh,854.0,1223.2,134855.14,281.82,9.954,60,20,40,6.0,21.04,1153.65,54.22
Potato,2015,Kharif,Himachal Pradesh,6475.0,1223.2,1022467.25,2136.75,10.163,60,20,40,6.0,21.04,1153.65,54.22
Sugarcane,2015,Whole Year,Himachal Pradesh,1874.0,1223.2,295923.34,618.42,16.19714286,60,20,40,6.0,21.04,1153.65,54.22
Potato,2016,Kharif,Himachal Pradesh,6448.0,1373.9,988156.0,2256.8,11.604,60,20,40,6.0,22.02,969.66,48.28
Sugarcane,2016,Whole Year,Himachal Pradesh,1953.0,1373.9,299297.25,683.55,17.29142857,60,20,40,6.0,22.02,969.66,48.28
Onion,2017,Rabi,Himachal Pradesh,594.0,1182.2,93519.36,225.72,6.06,60,20,40,6.0,21.26,1235.12,52.75
Potato,2017,Kharif,Himachal Pradesh,6458.0,1182.2,1016747.52,2454.04,10.488,60,20,40,6.0,21.26,1235.12,52.75
Potato,2017,Rabi,Himachal Pradesh,3413.0,1182.2,537342.72,1296.94,5.426,60,20,40,6.0,21.26,1235.12,52.75
Sugarcane,2017,Whole Year,Himachal Pradesh,1874.0,1182.2,295042.56,712.12,17.11714286,60,20,40,6.0,21.26,1235.12,52.75
Onion,2018,Rabi,Himachal Pradesh,640.0,1052.2,103808.0,224.0,6.001,60,20,40,6.0,20.73,1409.89,54.9
Potato,2018,Kharif,Himachal Pradesh,2900.0,1052.2,470380.0,1015.0,5.96875,60,20,40,6.0,20.73,1409.89,54.9
Potato,2018,Rabi,Himachal Pradesh,7029.0,1052.2,1140103.8,2460.15,9.303333333,60,20,40,6.0,20.73,1409.89,54.9
Sugarcane,2018,Whole Year,Himachal Pradesh,1585.0,1052.2,257087.0,554.75,17.335,60,20,40,6.0,20.73,1409.89,54.9
Onion,2019,Rabi,Himachal Pradesh,952.0,1217.7,163515.52,352.24,7.29,60,20,40,6.0,20.23,1189.51,58.7
Potato,2019,Kharif,Himachal Pradesh,2970.0,1217.7,510127.2,1098.9,7.22375,60,20,40,6.0,20.23,1189.51,58.7
Potato,2019,Rabi,Himachal Pradesh,7156.0,1217.7,1229114.56,2647.72,10.83,60,20,40,6.0,20.23,1189.51,58.7
Sugarcane,2019,Whole Year,Himachal Pradesh,1603.0,1217.7,275331.28,593.11,16.91166667,60,20,40,6.0,20.23,1189.51,58.7
Potato,2001,Whole Year,Jammu And Kashmir,1835.0,953.8,187408.55,477.1,10.07090909,70,25,42,6.7,10.14,426.46,44.64
Potato,2002,Whole Year,Jammu And Kashmir,1737.0,933.2,164441.79,434.25,9.146666667,70,25,42,6.7,10.05,430.69,44.36
Potato,2003,Whole Year,Jammu And Kashmir,1614.0,1430.3,159753.72,387.36,10.385,70,25,42,6.7,8.83,843.02,53.98
Potato,2005,Kharif,Jammu And Kashmir,786.0,1721.8,94257.12,165.06,5.429,70,25,42,6.7,8.63,575.81,53.2
Potato,2006,Kharif,Jammu And Kashmir,889.0,1786.5,113534.19,195.58,6.66,70,25,42,6.7,9.35,819.81,56.55
Potato,2006,Rabi,Jammu And Kashmir,857.0,1786.5,109447.47,188.54,14.57375,70,25,42,6.7,9.35,819.81,56.55
Potato,2007,Rabi,Jammu And Kashmir,857.0,1042.2,114323.8,137.12,13.078,70,25,42,6.7,9.55,553.51,51.34
Potato,2008,Rabi,Jammu And Kashmir,934.0,1390.1,133599.36,84.06,16.446,70,25,42,6.7,9.1,702.47,54.79
Potato,2009,Kharif,Jammu And Kashmir,1098.0,751.7,171090.36,186.66,6.574615385,70,25,42,6.7,9.04,557.76,51.57
Potato,2009,Rabi,Jammu And Kashmir,1184.0,751.7,184490.88,201.28,12.63666667,70,25,42,6.7,9.04,557.76,51.57
Potato,2010,Kharif,Jammu And Kashmir,1180.0,1352.0,196009.8,283.2,6.053333333,70,25,42,6.7,9.68,870.52,52.64
Potato,2010,Rabi,Jammu And Kashmir,1233.0,1352.0,204813.63,295.92,17.04,70,25,42,6.7,9.68,870.52,52.64
Potato,2011,Kharif,Jammu And Kashmir,1015.0,887.6,170032.8,334.95,7.66125,70,25,42,6.7,8.99,671.58,55.1
Potato,2011,Rabi,Jammu And Kashmir,1045.0,887.6,175058.4,344.85,11.048,70,25,42,6.7,8.99,671.58,55.1
Peas & Beans (Pulses),2012,Kharif,Jammu And Kashmir,165.0,1116.7,24882.0,51.15,6.005,70,25,42,6.7,8.4,595.6,56.31
Potato,2012,Kharif,Jammu And Kashmir,1225.0,1116.7,184730.0,379.75,10.75,70,25,42,6.7,8.4,595.6,56.31
Potato,2012,Rabi,Jammu And Kashmir,1161.0,1116.7,175078.8,359.91,12.59,70,25,42,6.7,8.4,595.6,56.31
Potato,2013,Rabi,Jammu And Kashmir,1312.0,1193.8,189570.88,354.24,12.0475,70,25,42,6.7,9.43,733.16,56.18
Potato,2014,Kharif,Jammu And Kashmir,1792.0,1278.4,270520.32,591.36,8.44625,70,25,42,6.7,8.7,817.82,57.75
Potato,2015,Kharif,Jammu And Kashmir,1710.0,1572.6,270026.1,564.3,5.697333333,70,25,42,6.7,8.76,1254.78,62.3
Potato,2015,Rabi,Jammu And Kashmir,1532.0,1572.6,241918.12,505.56,10.39166667,70,25,42,6.7,8.76,1254.78,62.3
Potato,2016,Kharif,Jammu And Kashmir,1692.0,902.8,259299.0,592.2,7.245,70,25,42,6.7,10.36,747.32,54.96
Potato,2016,Rabi,Jammu And Kashmir,1387.0,902.8,212557.75,485.45,11.46928571,70,25,42,6.7,10.36,747.32,54.96
Potato,2017,Kharif,Jammu And Kashmir,1897.0,1279.1,298663.68,720.86,11.97529412,70,25,42,6.7,8.95,1041.73,60.39
Potato,2017,Rabi,Jammu And Kashmir,1165.0,1279.1,183417.6,442.7,12.108,70,25,42,6.7,8.95,1041.73,60.39
Potato,2018,Kharif,Jammu And Kashmir,1555.0,1016.3,252221.0,544.25,13.186875,70,25,42,6.7,9.45,814.65,55.72
Potato,2018,Rabi,Jammu And Kashmir,1741.0,1016.3,282390.2,609.35,12.05,70,25,42,6.7,9.45,814.65,55.72
Potato,2019,Kharif,Jammu And Kashmir,1362.0,1324.1,233937.12,503.94,11.211875,70,25,42,6.7,7.64,1323.46,67.07
Potato,2019,Rabi,Jammu And Kashmir,1451.0,1324.1,249223.76,536.87,8.391666667,70,25,42,6.7,7.64,1323.46,67.07
Potato,2002,Rabi,Jharkhand,12269.37,1041.2,1161541.258,3067.3425,7.418,68,22,30,6.1,23.78,1140.09,58.21
Potato,2002,Winter,Jharkhand,10525.78,1041.2,996475.5926,2631.445,6.716666667,68,22,30,6.1,23.78,1140.09,58.21
Onion,2003,Whole Year,Jharkhand,1137.98,1258.3,112637.2604,273.1152,9.12,68,22,30,6.1,23.41,1429.22,62.42
Potato,2003,Rabi,Jharkhand,9350.04,1258.3,925466.9592,2244.0096,6.98625,68,22,30,6.1,23.41,1429.22,62.42
Potato,2003,Winter,Jharkhand,13174.37,1258.3,1303999.143,3161.8488,8.628333333,68,22,30,6.1,23.41,1429.22,62.42
Onion,2004,Rabi,Jharkhand,1360.19,1149.2,147362.9846,285.6399,8.532,68,22,30,6.1,23.14,1252.79,63.15
Potato,2004,Rabi,Jharkhand,8320.97,1149.2,901493.8898,1747.4037,7.845,68,22,30,6.1,23.14,1252.79,63.15
Potato,2004,Winter,Jharkhand,10356.41,1149.2,1122013.459,2174.8461,7.2175,68,22,30,6.1,23.14,1252.79,63.15
Sugarcane,2004,Whole Year,Jharkhand,542.97,1149.2,58825.3698,114.0237,25.71,68,22,30,6.1,23.14,1252.79,63.15
Onion,2005,Rabi,Jharkhand,1724.12,965.2,206756.4704,362.0652,11.6,68,22,30,6.1,23.93,938.94,57.56
Potato,2005,Rabi,Jharkhand,13345.34,965.2,1600373.173,2802.5214,7.759333333,68,22,30,6.1,23.93,938.94,57.56
Potato,2005,Winter,Jharkhand,16504.2,965.2,1979183.664,3465.882,7.148333333,68,22,30,6.1,23.93,938.94,57.56
Onion,2006,Rabi,Jharkhand,2914.72,1465.1,372238.8912,641.2384,5.84,68,22,30,6.1,23.54,1468.99,61.38
Potato,2006,Rabi,Jharkhand,13341.72,1465.1,1703871.061,2935.1784,8.043636364,68,22,30,6.1,23.54,1468.99,61.38
Potato,2006,Winter,Jharkhand,20693.26,1465.1,2642736.235,4552.5172,7.690909091,68,22,30,6.1,23.54,1468.99,61.38
Sugarcane,2006,Whole Year,Jharkhand,587.89,1465.1,75079.4319,129.3358,38.04833333,68,22,30,6.1,23.54,1468.99,61.38
Onion,2007,Rabi,Jharkhand,2958.96,1444.7,394725.264,473.4336,6.168947368,68,22,30,6.1,23.02,1361.99,64.76
Potato,2007,Rabi,Jharkhand,16143.02,1444.7,2153478.868,2582.8832,7.252272727,68,22,30,6.1,23.02,1361.99,64.76
Potato,2007,Winter,Jharkhand,20307.19,1444.7,2708979.146,3249.1504,11.36809524,68,22,30,6.1,23.02,1361.99,64.76
Sugarcane,2007,Whole Year,Jharkhand,966.83,1444.7,128975.122,154.6928,42.17714286,68,22,30,6.1,23.02,1361.99,64.76
Potato,2008,Rabi,Jharkhand,16032.93,1295.2,2293350.307,1442.9637,5.73375,68,22,30,6.1,23.02,1388.34,64.42
Potato,2008,Winter,Jharkhand,21288.72,1295.2,3045138.509,1915.9848,6.666190476,68,22,30,6.1,23.02,1388.34,64.42
Sugarcane,2008,Whole Year,Jharkhand,729.31,1295.2,104320.5024,65.6379,27.25142857,68,22,30,6.1,23.02,1388.34,64.42
Arhar/Tur,2009,Winter,Jharkhand,441.0,996.1,68716.62,74.97,68.23,68,22,30,6.1,23.86,1139.94,58.04
Potato,2009,Rabi,Jharkhand,18429.0,996.1,2871606.78,3132.93,6.558333333,68,22,30,6.1,23.86,1139.94,58.04
Potato,2009,Winter,Jharkhand,19997.0,996.1,3115932.54,3399.49,6.710434783,68,22,30,6.1,23.86,1139.94,58.04
Sugarcane,2009,Whole Year,Jharkhand,894.0,996.1,139303.08,151.98,41.7825,68,22,30,6.1,23.86,1139.94,58.04
Onion,2010,Rabi,Jharkhand,3026.0,694.6,502648.86,726.24,6.59,68,22,30,6.1,24.38,943.47,57.31
Potato,2010,Rabi,Jharkhand,18078.0,694.6,3002936.58,4338.72,5.753333333,68,22,30,6.1,24.38,943.47,57.31
Onion,2011,Rabi,Jharkhand,3184.0,1374.7,533383.68,1050.72,6.4995,68,22,30,6.1,23.17,1642.21,63.4
Potato,2011,Rabi,Jharkhand,16213.0,1374.7,2716001.76,5350.29,7.81625,68,22,30,6.1,23.17,1642.21,63.4
Potato,2011,Winter,Jharkhand,21703.0,1374.7,3635686.56,7161.99,7.600909091,68,22,30,6.1,23.17,1642.21,63.4
Sugarcane,2011,Whole Year,Jharkhand,766.0,1374.7,128320.32,252.78,33.58888889,68,22,30,6.1,23.17,1642.21,63.4
Onion,2012,Rabi,Jharkhand,3087.0,1102.0,465519.6,956.97,6.117826087,68,22,30,6.1,23.11,1362.87,61.41
Potato,2012,Rabi,Jharkhand,16873.0,1102.0,2544448.4,5230.63,7.279583333,68,22,30,6.1,23.11,1362.87,61.41
Potato,2012,Winter,Jharkhand,23093.0,1102.0,3482424.4,7158.83,6.298695652,68,22,30,6.1,23.11,1362.87,61.41
Sugarcane,2012,Whole Year,Jharkhand,990.0,1102.0,149292.0,306.9,46.728,68,22,30,6.1,23.11,1362.87,61.41
Onion,2013,Rabi,Jharkhand,3640.0,1253.6,525943.6,982.8,21.76956522,68,22,30,6.1,22.78,1431.41,65.79
Potato,2013,Rabi,Jharkhand,17421.0,1253.6,2517160.29,4703.67,6.32375,68,22,30,6.1,22.78,1431.41,65.79
Potato,2013,Winter,Jharkhand,22552.0,1253.6,3258538.48,6089.04,7.315,68,22,30,6.1,22.78,1431.41,65.79
Sugarcane,2013,Whole Year,Jharkhand,998.0,1253.6,144201.02,269.46,49.495,68,22,30,6.1,22.78,1431.41,65.79
Onion,2014,Rabi,Jharkhand,3714.0,1156.6,560665.44,1225.62,6.09375,68,22,30,6.1,23.05,1124.12,63.14
Potato,2014,Rabi,Jharkhand,16999.0,1156.6,2566169.04,5609.67,7.075,68,22,30,6.1,23.05,1124.12,63.14
Potato,2014,Winter,Jharkhand,21548.0,1156.6,3252886.08,7110.84,7.390869565,68,22,30,6.1,23.05,1124.12,63.14
Sugarcane,2014,Whole Year,Jharkhand,713.0,1156.6,107634.48,235.29,42.421,68,22,30,6.1,23.05,1124.12,63.14
