crop_type,rainfall_mm,avg_temp_c,yield_kg_ha
maize,703.0,8.81,5914.1
wheat,703.0,8.81,7299.2
wheat,703.0,9.83,7418.0
wheat,703.0,8.62,7074.9
wheat,703.0,9.47,6151.0
wheat,703.0,8.16,6979.1
wheat,703.0,9.15,6494.8
wheat,703.0,8.75,7563.3
wheat,703.0,7.31,6986.4
wheat,703.0,8.91,7205.7
wheat,703.0,8.65,7247.6
wheat,703.0,9.37,7007.4
wheat,703.0,9.67,7479.7
wheat,703.0,8.78,7355.9
wheat,703.0,9.54,7034.5
wheat,703.0,9.0,7140.6
wheat,703.0,9.11,7232.8
wheat,703.0,9.74,6996.4
wheat,703.0,9.87,6561.0
wheat,703.0,9.82,7863.8
wheat,703.0,9.22,8037.3
maize,1410.0,26.67,1647.9
maize,1410.0,26.61,1647.9
rice,1410.0,26.67,4785.1
rice,1410.0,26.61,4785.1
maize,1410.0,26.57,1622.3
maize,1410.0,26.43,1622.3
rice,1410.0,26.57,4809.2
rice,1410.0,26.43,4809.2
maize,1410.0,26.45,1376.0
maize,1410.0,26.4,1376.0
rice,1410.0,26.45,8976.7
rice,1410.0,26.4,8976.7
maize,1410.0,26.41,1410.5
maize,1410.0,26.38,1410.5
rice,1410.0,26.41,5009.6
rice,1410.0,26.38,5009.6
maize,1410.0,26.78,1026.8
maize,1410.0,26.64,1026.8
rice,1410.0,26.78,4658.9
rice,1410.0,26.64,4658.9
maize,1410.0,26.82,1403.4
maize,1410.0,26.78,1403.4
rice,1410.0,26.82,4772.2
rice,1410.0,26.78,4772.2
maize,1410.0,26.29,1358.4
maize,1410.0,26.31,1358.4
rice,1410.0,26.29,4601.6
rice,1410.0,26.31,4601.6
maize,1410.0,27.18,1177.0
maize,1410.0,27.01,1177.0
rice,1410.0,27.18,4821.3
rice,1410.0,27.01,4821.3
maize,1410.0,27.16,1300.1
maize,1410.0,27.14,1300.1
rice,1410.0,27.16,4270.9
rice,1410.0,27.14,4270.9
maize,1410.0,26.66,1263.3
maize,1410.0,26.62,1263.3
rice,1410.0,26.66,4542.2
rice,1410.0,26.62,4542.2
maize,1410.0,26.37,1234.3
maize,1410.0,26.35,1234.3
rice,1410.0,26.37,4637.2
rice,1410.0,26.35,4637.2
maize,1410.0,26.78,1339.0
maize,1410.0,26.8,1339.0
rice,1410.0,26.78,4895.0
rice,1410.0,26.8,4895.0
maize,1410.0,27.08,1296.0
maize,1410.0,27.05,1296.0
rice,1410.0,27.08,4859.3
rice,1410.0,27.05,4859.3
maize,1410.0,26.83,1492.4
maize,1410.0,26.71,1492.4
rice,1410.0,26.83,4304.4
rice,1410.0,26.71,4304.4
maize,1410.0,27.03,1420.6
maize,1410.0,26.9,1420.6
rice,1410.0,27.03,4204.7
rice,1410.0,26.9,4204.7
maize,1410.0,27.01,1390.0
maize,1410.0,27.08,1390.0
rice,1410.0,27.01,4686.5
rice,1410.0,27.08,4686.5
maize,1410.0,27.08,1335.0
maize,1410.0,27.12,1335.0
rice,1410.0,27.08,4811.2
rice,1410.0,27.12,4811.2
maize,1410.0,26.76,1453.2
maize,1410.0,26.56,1453.2
rice,1410.0,26.76,4826.8
rice,1410.0,26.56,4826.8
maize,1410.0,26.91,1464.5
maize,1410.0,26.88,1464.5
rice,1410.0,26.91,4286.2
rice,1410.0,26.88,4286.2
maize,1410.0,26.93,1681.8
maize,1410.0,27.01,1681.8
rice,1410.0,26.93,4765.1
rice,1410.0,27.01,4765.1
maize,1410.0,26.79,1622.9
maize,1410.0,26.66,1622.9
rice,1410.0,26.79,5005.7
rice,1410.0,26.66,5005.7
maize,1410.0,26.87,1567.5
maize,1410.0,26.84,1567.5
rice,1410.0,26.87,4126.6
rice,1410.0,26.84,4126.6
maize,1410.0,26.51,1576.4
maize,1410.0,26.88,1576.4
rice,1410.0,26.51,4512.3
rice,1410.0,26.88,4512.3
maize,2274.0,21.82,1060.2
maize,2274.0,17.6,1060.2
maize,2274.0,22.12,1060.2
rice,2274.0,21.82,3121.8
rice,2274.0,17.6,3121.8
rice,2274.0,22.12,3121.8
wheat,2274.0,21.82,796.7
wheat,2274.0,17.6,796.7
wheat,2274.0,22.12,796.7
maize,2274.0,21.91,1382.1
maize,2274.0,17.59,1382.1
maize,2274.0,22.18,1382.1
rice,2274.0,21.91,2692.1
rice,2274.0,17.59,2692.1
rice,2274.0,22.18,2692.1
wheat,2274.0,21.91,569.6
wheat,2274.0,17.59,569.6
wheat,2274.0,22.18,569.6
maize,2274.0,21.94,1041.6
maize,2274.0,17.67,1041.6
maize,2274.0,22.19,1041.6
rice,2274.0,21.94,3325.4
rice,2274.0,17.67,3325.4
rice,2274.0,22.19,3325.4
wheat,2274.0,21.94,591.1
wheat,2274.0,17.67,591.1
wheat,2274.0,22.19,591.1
maize,2274.0,21.86,1144.2
maize,2274.0,17.42,1144.2
maize,2274.0,22.15,1144.2
rice,2274.0,21.86,3480.4
rice,2274.0,17.42,3480.4
rice,2274.0,22.15,3480.4
wheat,2274.0,21.86,671.1
wheat,2274.0,17.42,671.1
wheat,2274.0,22.15,671.1
maize,2274.0,21.46,1120.8
maize,2274.0,17.4,1120.8
maize,2274.0,21.8,1120.8
rice,2274.0,21.46,3738.5
rice,2274.0,17.4,3738.5
rice,2274.0,21.8,3738.5
wheat,2274.0,21.46,616.2
wheat,2274.0,17.4,616.2
wheat,2274.0,21.8,616.2
maize,2274.0,21.96,1155.1
maize,2274.0,17.7,1155.1
maize,2274.0,22.19,1155.1
rice,2274.0,21.96,3262.2
rice,2274.0,17.7,3262.2
rice,2274.0,22.19,3262.2
wheat,2274.0,21.96,695.1
wheat,2274.0,17.7,695.1
wheat,2274.0,22.19,695.1
maize,2274.0,21.34,1142.5
maize,2274.0,17.23,1142.5
maize,2274.0,21.69,1142.5
rice,2274.0,21.34,3562.0
rice,2274.0,17.23,3562.0
rice,2274.0,21.69,3562.0
wheat,2274.0,21.34,617.6
wheat,2274.0,17.23,617.6
wheat,2274.0,21.69,617.6
maize,2274.0,22.88,1148.2
maize,2274.0,17.82,1148.2
maize,2274.0,23.0,1148.2
rice,2274.0,22.88,3587.6
rice,2274.0,17.82,3587.6
rice,2274.0,23.0,3587.6
wheat,2274.0,22.88,597.6
wheat,2274.0,17.82,597.6
wheat,2274.0,23.0,597.6
maize,2274.0,22.59,1074.3
maize,2274.0,18.12,1074.3
maize,2274.0,22.72,1074.3
rice,2274.0,22.59,3206.0
rice,2274.0,18.12,3206.0
rice,2274.0,22.72,3206.0
wheat,2274.0,22.59,648.4
wheat,2274.0,18.12,648.4
wheat,2274.0,22.72,648.4
maize,2274.0,21.21,1181.3
maize,2274.0,17.02,1181.3
maize,2274.0,21.43,1181.3
rice,2274.0,21.21,3522.5
rice,2274.0,17.02,3522.5
rice,2274.0,21.43,3522.5
wheat,2274.0,21.21,700.1
wheat,2274.0,17.02,700.1
wheat,2274.0,21.43,700.1
maize,2274.0,21.34,1461.4
maize,2274.0,17.06,1461.4
maize,2274.0,21.46,1461.4
rice,2274.0,21.34,3681.2
rice,2274.0,17.06,3681.2
rice,2274.0,21.46,3681.2
wheat,2274.0,21.34,620.8
wheat,2274.0,17.06,620.8
wheat,2274.0,21.46,620.8
maize,2274.0,21.51,764.2
maize,2274.0,17.39,764.2
maize,2274.0,21.88,764.2
rice,2274.0,21.51,3600.0
rice,2274.0,17.39,3600.0
rice,2274.0,21.88,3600.0
wheat,2274.0,21.51,610.0
wheat,2274.0,17.39,610.0
wheat,2274.0,21.88,610.0
maize,2274.0,22.23,1431.9
maize,2274.0,17.78,1431.9
maize,2274.0,22.47,1431.9
rice,2274.0,22.23,3874.6
rice,2274.0,17.78,3874.6
rice,2274.0,22.47,3874.6
wheat,2274.0,22.23,569.6
wheat,2274.0,17.78,569.6
wheat,2274.0,22.47,569.6
maize,2274.0,22.04,1884.1
maize,2274.0,17.73,1884.1
maize,2274.0,22.33,1884.1
rice,2274.0,22.04,4218.7
rice,2274.0,17.73,4218.7
rice,2274.0,22.33,4218.7
wheat,2274.0,22.04,805.3
wheat,2274.0,17.73,805.3
wheat,2274.0,22.33,805.3
maize,2274.0,21.82,2123.2
maize,2274.0,17.67,2123.2
maize,2274.0,22.21,2123.2
rice,2274.0,21.82,3898.9
rice,2274.0,17.67,3898.9
rice,2274.0,22.21,3898.9
wheat,2274.0,21.82,722.0
wheat,2274.0,17.67,722.0
wheat,2274.0,22.21,722.0
maize,2274.0,22.09,1877.6
maize,2274.0,17.6,1877.6
maize,2274.0,22.31,1877.6
rice,2274.0,22.09,4198.6
rice,2274.0,17.6,4198.6
rice,2274.0,22.31,4198.6
wheat,2274.0,22.09,777.4
wheat,2274.0,17.6,777.4
wheat,2274.0,22.31,777.4
maize,2274.0,21.68,2310.5
maize,2274.0,17.44,2310.5
maize,2274.0,21.99,2310.5
rice,2274.0,21.68,4355.5
rice,2274.0,17.44,4355.5
rice,2274.0,21.99,4355.5
wheat,2274.0,21.68,818.6
wheat,2274.0,17.44,818.6
wheat,2274.0,21.99,818.6
maize,2274.0,21.72,2244.2
maize,2274.0,17.16,2244.2
maize,2274.0,21.89,2244.2
rice,2274.0,21.72,4063.9
rice,2274.0,17.16,4063.9
rice,2274.0,21.89,4063.9
wheat,2274.0,21.72,746.6
wheat,2274.0,17.16,746.6
wheat,2274.0,21.89,746.6
maize,2274.0,22.01,2200.3
maize,2274.0,17.76,2200.3
maize,2274.0,22.42,2200.3
rice,2274.0,22.01,4000.4
rice,2274.0,17.76,4000.4
rice,2274.0,22.42,4000.4
wheat,2274.0,22.01,861.7
wheat,2274.0,17.76,861.7
wheat,2274.0,22.42,861.7
maize,2274.0,21.98,2234.8
maize,2274.0,17.79,2234.8
maize,2274.0,22.3,2234.8
rice,2274.0,21.98,4339.9
rice,2274.0,17.79,4339.9
rice,2274.0,22.3,4339.9
wheat,2274.0,21.98,891.2
wheat,2274.0,17.79,891.2
wheat,2274.0,22.3,891.2
maize,2274.0,21.78,1667.2
maize,2274.0,17.42,1667.2
maize,2274.0,22.11,1667.2
rice,2274.0,21.78,4479.2
rice,2274.0,17.42,4479.2
rice,2274.0,22.11,4479.2
wheat,2274.0,21.78,924.9
wheat,2274.0,17.42,924.9
wheat,2274.0,22.11,924.9
maize,2274.0,21.86,2732.4
maize,2274.0,17.46,2732.4
maize,2274.0,22.16,2732.4
rice,2274.0,21.86,4217.8
rice,2274.0,17.46,4217.8
rice,2274.0,22.16,4217.8
wheat,2274.0,21.86,799.5
wheat,2274.0,17.46,799.5
wheat,2274.0,22.16,799.5
maize,2274.0,21.69,2370.2
maize,2274.0,17.28,2370.2
maize,2274.0,21.94,2370.2
rice,2274.0,21.69,3821.0
rice,2274.0,17.28,3821.0
rice,2274.0,21.94,3821.0
wheat,2274.0,21.69,706.4
wheat,2274.0,17.28,706.4
wheat,2274.0,21.94,706.4
maize,51.0,20.73,5780.3
maize,51.0,21.6,5780.3
rice,51.0,20.73,7266.3
rice,51.0,21.6,7266.3
wheat,51.0,20.73,5196.7
wheat,51.0,21.6,5196.7
maize,51.0,20.64,5895.1
maize,51.0,21.65,5895.1
rice,51.0,20.64,7455.4
rice,51.0,21.65,7455.4
wheat,51.0,20.64,4816.3
wheat,51.0,21.65,4816.3
maize,51.0,20.09,6134.6
maize,51.0,21.11,6134.6
rice,51.0,20.09,7651.1
rice,51.0,21.11,7651.1
wheat,51.0,20.09,5254.6
wheat,51.0,21.11,5254.6
maize,51.0,20.74,6078.0
maize,51.0,21.79,6078.0
rice,51.0,20.74,7718.4
rice,51.0,21.79,7718.4
wheat,51.0,20.74,5297.0
wheat,51.0,21.79,5297.0
maize,51.0,21.1,5906.5
maize,51.0,22.02,5906.5
rice,51.0,21.1,7913.0
rice,51.0,22.02,7913.0
wheat,51.0,21.1,5002.6
wheat,51.0,22.02,5002.6
maize,51.0,20.62,6163.0
maize,51.0,21.56,6163.0
rice,51.0,20.62,8135.6
rice,51.0,21.56,8135.6
wheat,51.0,20.62,5422.1
wheat,51.0,21.56,5422.1
maize,51.0,20.85,6952.3
maize,51.0,21.88,6952.3
rice,51.0,20.85,8291.0
rice,51.0,21.88,8291.0
wheat,51.0,20.85,5638.4
wheat,51.0,21.88,5638.4
maize,51.0,20.52,7129.8
maize,51.0,21.45,7129.8
rice,51.0,20.52,8415.2
rice,51.0,21.45,8415.2
wheat,51.0,20.52,5599.4
wheat,51.0,21.45,5599.4
maize,51.0,21.29,7225.7
maize,51.0,22.36,7225.7
rice,51.0,21.29,8640.1
rice,51.0,22.36,8640.1
wheat,51.0,21.29,5989.6
wheat,51.0,22.36,5989.6
maize,51.0,21.46,7517.4
maize,51.0,22.28,7517.4
rice,51.0,21.46,8878.0
rice,51.0,22.28,8878.0
wheat,51.0,21.46,6346.7
wheat,51.0,22.28,6346.7
maize,51.0,20.74,7680.0
maize,51.0,21.49,7680.0
rice,51.0,20.74,9102.5
rice,51.0,21.49,9102.5
wheat,51.0,20.74,6342.2
wheat,51.0,21.49,6342.2
maize,51.0,21.45,6979.8
maize,51.0,22.33,6979.8
rice,51.0,21.45,9283.3
rice,51.0,22.33,9283.3
wheat,51.0,21.45,6358.0
wheat,51.0,22.33,6358.0
maize,51.0,21.46,7765.6
maize,51.0,22.41,7765.6
rice,51.0,21.46,9388.9
rice,51.0,22.41,9388.9
wheat,51.0,21.46,6434.5
wheat,51.0,22.41,6434.5
maize,51.0,21.06,7908.7
maize,51.0,22.08,7908.7
rice,51.0,21.06,9838.4
rice,51.0,22.08,9838.4
wheat,51.0,21.06,6556.7
wheat,51.0,22.08,6556.7
maize,51.0,21.08,8160.7
maize,51.0,22.01,8160.7
rice,51.0,21.08,9987.4
rice,51.0,22.01,9987.4
wheat,51.0,21.08,6492.9
wheat,51.0,22.01,6492.9
maize,51.0,21.15,8370.5
maize,51.0,22.05,8370.5
rice,51.0,21.15,10075.0
rice,51.0,22.05,10075.0
wheat,51.0,21.15,6430.3
wheat,51.0,22.05,6430.3
maize,51.0,21.51,8046.3
maize,51.0,22.36,8046.3
rice,51.0,21.51,9767.5
rice,51.0,22.36,9767.5
wheat,51.0,21.51,6467.3
wheat,51.0,22.36,6467.3
maize,51.0,21.74,7905.3
maize,51.0,22.64,7905.3
rice,51.0,21.74,9734.9
rice,51.0,22.64,9734.9
wheat,51.0,21.74,6503.1
wheat,51.0,22.64,6503.1
maize,51.0,21.67,7818.4
maize,51.0,22.63,7818.4
rice,51.0,21.67,9593.0
rice,51.0,22.63,9593.0
wheat,51.0,21.67,6382.9
wheat,51.0,22.63,6382.9
maize,51.0,22.46,7270.0
maize,51.0,23.72,7270.0
rice,51.0,22.46,9421.7
rice,51.0,23.72,9421.7
wheat,51.0,22.46,5574.1
wheat,51.0,23.72,5574.1
maize,51.0,21.18,7740.9
maize,51.0,21.99,7740.9
rice,51.0,21.18,9567.0
rice,51.0,21.99,9567.0
wheat,51.0,21.18,6542.8
wheat,51.0,21.99,6542.8
maize,51.0,21.55,7772.3
maize,51.0,22.48,7772.3
rice,51.0,21.55,9529.6
rice,51.0,22.48,9529.6
wheat,51.0,21.55,6582.3
wheat,51.0,22.48,6582.3
maize,51.0,21.44,7722.3
maize,51.0,22.91,7722.3
rice,51.0,21.44,9586.5
rice,51.0,22.91,9586.5
wheat,51.0,21.44,6668.2
wheat,51.0,22.91,6668.2
maize,1784.0,26.06,2138.3
rice,1784.0,26.06,4327.1
maize,1784.0,26.08,1644.8
rice,1784.0,26.08,3766.9
maize,1784.0,26.22,2198.9
rice,1784.0,26.22,4356.1
maize,1784.0,26.12,2048.2
rice,1784.0,26.12,4707.6
maize,1784.0,26.33,1524.5
rice,1784.0,26.33,4335.3
maize,1784.0,26.05,2197.2
rice,1784.0,26.05,5329.1
maize,1784.0,25.77,2257.2
rice,1784.0,25.77,5162.7
maize,1784.0,26.48,1658.2
rice,1784.0,26.48,4441.9
maize,1784.0,26.48,1906.2
rice,1784.0,26.48,4976.0
maize,1784.0,25.67,2504.7
rice,1784.0,25.67,5253.1
maize,1784.0,25.78,2247.5
rice,1784.0,25.78,5788.4
maize,1784.0,25.92,1943.1
rice,1784.0,25.92,6028.4
maize,1784.0,26.12,2604.1
rice,1784.0,26.12,5938.4
maize,1784.0,26.2,2764.1
rice,1784.0,26.2,6643.0
maize,1784.0,26.07,2943.4
rice,1784.0,26.07,7211.8
maize,1784.0,26.14,3079.4
rice,1784.0,26.14,7394.1
maize,1784.0,26.02,2910.7
rice,1784.0,26.02,7465.1
maize,1784.0,25.71,3389.5
rice,1784.0,25.71,7937.3
maize,1784.0,26.21,3004.1
rice,1784.0,26.21,6901.6
maize,1784.0,25.96,3025.3
rice,1784.0,25.96,7013.6
maize,1784.0,25.95,2818.1
rice,1784.0,25.95,5478.3
maize,1784.0,26.04,3258.0
rice,1784.0,26.04,6396.8
maize,1784.0,26.36,2946.1
rice,1784.0,26.36,6161.5
maize,383.0,24.09,230.8
wheat,383.0,24.09,203.8
maize,383.0,24.13,768.9
wheat,383.0,24.13,744.9
maize,383.0,24.37,336.6
wheat,383.0,24.37,512.4
maize,383.0,24.36,397.4
wheat,383.0,24.36,366.5
maize,383.0,24.32,249.5
wheat,383.0,24.32,343.4
maize,383.0,24.78,753.2
wheat,383.0,24.78,955.2
maize,383.0,24.68,792.0
wheat,383.0,24.68,770.0
maize,383.0,24.76,235.8
wheat,383.0,24.76,594.3
maize,383.0,24.61,785.1
wheat,383.0,24.61,1165.8
maize,383.0,24.86,207.6
wheat,383.0,24.86,170.6
maize,383.0,24.79,240.9
wheat,383.0,24.79,298.0
maize,383.0,24.85,490.6
wheat,383.0,24.85,1156.5
maize,383.0,24.7,975.5
wheat,383.0,24.7,1160.4
maize,383.0,24.7,832.1
wheat,383.0,24.7,839.5
maize,383.0,24.79,212.3
wheat,383.0,24.79,330.7
maize,383.0,25.3,868.9
wheat,383.0,25.3,1070.6
maize,383.0,25.22,900.0
wheat,383.0,25.22,1178.6
maize,383.0,24.78,952.4
wheat,383.0,24.78,1115.4
maize,383.0,25.16,1047.6
wheat,383.0,25.16,1269.2
maize,383.0,25.87,1000.0
wheat,383.0,25.87,1200.0
wheat,626.0,6.51,2056.2
wheat,626.0,5.26,2099.4
wheat,626.0,5.35,1668.6
wheat,626.0,6.23,1997.4
wheat,626.0,4.63,2204.6
wheat,626.0,5.95,2185.0
wheat,626.0,5.5,1766.6
wheat,626.0,6.55,1337.7
wheat,626.0,7.12,2128.5
wheat,626.0,6.08,2230.2
wheat,626.0,6.34,2302.5
wheat,626.0,6.03,2508.3
wheat,626.0,6.04,3081.8
wheat,626.0,6.7,2417.3
wheat,626.0,6.97,3474.6
wheat,626.0,7.39,3183.1
wheat,626.0,6.14,3014.6
wheat,626.0,5.06,2744.0
wheat,626.0,6.98,2806.5
wheat,626.0,5.57,3899.4
wheat,626.0,7.28,3275.4
wheat,536.0,6.07,3484.7
wheat,536.0,5.62,3639.1
wheat,536.0,5.8,2415.2
wheat,536.0,4.74,3621.2
wheat,536.0,4.66,3795.3
wheat,536.0,5.63,3768.6
wheat,536.0,4.2,4082.7
wheat,536.0,5.36,3718.8
wheat,536.0,4.71,2892.9
wheat,536.0,5.7,2158.9
wheat,536.0,6.57,3600.7
wheat,536.0,5.35,3381.1
wheat,536.0,5.54,3258.5
wheat,536.0,5.4,3473.8
wheat,536.0,5.8,3730.4
wheat,536.0,5.91,3557.5
wheat,536.0,6.23,3932.9
wheat,536.0,6.77,3640.8
wheat,536.0,5.49,4102.7
wheat,536.0,4.36,3429.9
wheat,536.0,6.38,3846.9
wheat,536.0,5.12,3902.8
wheat,536.0,6.17,3821.5
maize,867.0,11.96,6018.6
rice,867.0,11.96,5946.1
wheat,867.0,11.96,6478.7
maize,867.0,10.6,7286.6
rice,867.0,10.6,5327.3
wheat,867.0,10.6,6676.4
maize,867.0,11.15,7981.2
rice,867.0,11.15,5244.8
wheat,867.0,11.15,6399.2
maize,867.0,10.7,8047.9
rice,867.0,10.7,4962.8
wheat,867.0,10.7,6473.9
maize,867.0,11.96,7798.3
rice,867.0,11.96,4570.0
wheat,867.0,11.96,6668.5
maize,867.0,11.69,7718.2
rice,867.0,11.69,4862.7
wheat,867.0,11.69,6507.9
maize,867.0,10.14,8385.6
rice,867.0,10.14,5245.5
wheat,867.0,10.14,7136.1
maize,867.0,11.59,9065.1
rice,867.0,11.59,5891.9
wheat,867.0,11.59,6628.8
maize,867.0,11.25,8452.8
rice,867.0,11.25,5828.1
wheat,867.0,11.25,7606.3
maize,867.0,11.83,8952.3
rice,867.0,11.83,6091.5
wheat,867.0,11.83,7239.5
maize,867.0,11.74,9076.6
rice,867.0,11.74,5835.8
wheat,867.0,11.74,7117.5
maize,867.0,11.37,8571.1
rice,867.0,11.37,5360.3
wheat,867.0,11.37,6616.9
maize,867.0,11.87,8975.1
rice,867.0,11.87,5691.0
wheat,867.0,11.87,7445.5
maize,867.0,11.34,8990.7
rice,867.0,11.34,5709.8
wheat,867.0,11.34,7578.8
maize,867.0,11.55,8253.9
rice,867.0,11.55,5731.4
wheat,867.0,11.55,6988.7
maize,867.0,11.79,8581.8
rice,867.0,11.79,5475.6
wheat,867.0,11.79,6741.4
maize,867.0,11.75,9482.1
rice,867.0,11.75,4635.4
wheat,867.0,11.75,6254.2
maize,867.0,11.28,9125.8
rice,867.0,11.28,5759.9
wheat,867.0,11.28,7101.8
maize,867.0,11.46,8893.4
rice,867.0,11.46,5740.6
wheat,867.0,11.46,7447.8
maize,867.0,10.41,8829.9
rice,867.0,10.41,5043.2
wheat,867.0,10.41,7040.5
maize,867.0,12.33,9966.8
rice,867.0,12.33,5626.3
wheat,867.0,12.33,6656.3
maize,867.0,11.22,9002.4
rice,867.0,11.22,5594.7
wheat,867.0,11.22,7151.2
maize,867.0,11.01,8159.2
rice,867.0,11.01,3940.0
wheat,867.0,11.01,7265.6
maize,700.0,10.71,6776.2
maize,700.0,10.08,6776.2
maize,700.0,5.92,6776.2
wheat,700.0,10.71,6273.4
wheat,700.0,10.08,6273.4
wheat,700.0,5.92,6273.4
maize,700.0,9.36,6843.2
maize,700.0,8.79,6843.2
maize,700.0,4.93,6843.2
wheat,700.0,9.36,6771.2
wheat,700.0,8.79,6771.2
wheat,700.0,4.93,6771.2
maize,700.0,10.38,7234.8
maize,700.0,9.84,7234.8
maize,700.0,5.91,7234.8
wheat,700.0,10.38,5981.1
wheat,700.0,9.84,5981.1
wheat,700.0,5.91,5981.1
maize,700.0,9.34,8022.7
maize,700.0,8.57,8022.7
maize,700.0,5.33,8022.7
wheat,700.0,9.34,6584.1
wheat,700.0,8.57,6584.1
wheat,700.0,5.33,6584.1
maize,700.0,10.43,7080.8
maize,700.0,9.73,7080.8
maize,700.0,6.64,7080.8
wheat,700.0,10.43,6768.4
wheat,700.0,9.73,6768.4
wheat,700.0,6.64,6768.4
maize,700.0,9.75,7366.4
maize,700.0,9.16,7366.4
maize,700.0,5.33,7366.4
wheat,700.0,9.75,6888.2
wheat,700.0,9.16,6888.2
wheat,700.0,5.33,6888.2
maize,700.0,7.88,7827.2
maize,700.0,7.42,7827.2
maize,700.0,4.49,7827.2
wheat,700.0,7.88,7293.2
wheat,700.0,7.42,7293.2
wheat,700.0,4.49,7293.2
maize,700.0,9.73,8657.7
maize,700.0,9.27,8657.7
maize,700.0,5.79,8657.7
wheat,700.0,9.73,7290.2
wheat,700.0,9.27,7290.2
wheat,700.0,5.79,7290.2
maize,700.0,10.05,8156.1
maize,700.0,9.31,8156.1
maize,700.0,5.66,8156.1
wheat,700.0,10.05,7203.5
wheat,700.0,9.31,7203.5
wheat,700.0,5.66,7203.5
maize,700.0,10.58,8785.0
maize,700.0,10.02,8785.0
maize,700.0,5.55,8785.0
wheat,700.0,10.58,7541.1
wheat,700.0,10.02,7541.1
wheat,700.0,5.55,7541.1
maize,700.0,10.96,9211.9
maize,700.0,10.12,9211.9
maize,700.0,6.33,9211.9
wheat,700.0,10.96,7282.6
wheat,700.0,10.12,7282.6
wheat,700.0,6.33,7282.6
maize,700.0,9.69,8837.6
maize,700.0,9.19,8837.6
maize,700.0,5.59,8837.6
wheat,700.0,9.69,7882.7
wheat,700.0,9.19,7882.7
wheat,700.0,5.59,7882.7
maize,700.0,10.26,9375.5
maize,700.0,9.86,9375.5
maize,700.0,6.26,9375.5
wheat,700.0,10.26,6905.6
wheat,700.0,9.86,6905.6
wheat,700.0,6.26,6905.6
maize,700.0,9.82,9096.6
maize,700.0,9.48,9096.6
maize,700.0,5.43,9096.6
wheat,700.0,9.82,8171.6
wheat,700.0,9.48,8171.6
wheat,700.0,5.43,8171.6
maize,700.0,9.92,9213.9
maize,700.0,9.58,9213.9
maize,700.0,5.01,9213.9
wheat,700.0,9.92,7465.1
wheat,700.0,9.58,7465.1
wheat,700.0,5.01,7465.1
maize,700.0,10.55,8030.7
maize,700.0,10.15,8030.7
maize,700.0,5.94,8030.7
wheat,700.0,10.55,7200.7
wheat,700.0,10.15,7200.7
wheat,700.0,5.94,7200.7
maize,700.0,10.88,9447.5
maize,700.0,10.37,9447.5
maize,700.0,6.28,9447.5
wheat,700.0,10.88,6961.1
wheat,700.0,10.37,6961.1
wheat,700.0,6.28,6961.1
maize,700.0,10.66,9809.9
maize,700.0,10.04,9809.9
maize,700.0,5.94,9809.9
wheat,700.0,10.66,8087.3
wheat,700.0,10.04,8087.3
wheat,700.0,5.94,8087.3
maize,700.0,10.06,9750.0
maize,700.0,9.61,9750.0
maize,700.0,5.89,9750.0
wheat,700.0,10.06,7809.1
wheat,700.0,9.61,7809.1
wheat,700.0,5.89,7809.1
maize,700.0,8.61,9026.1
maize,700.0,7.97,9026.1
maize,700.0,4.85,9026.1
wheat,700.0,8.61,7212.0
wheat,700.0,7.97,7212.0
wheat,700.0,4.85,7212.0
maize,700.0,10.56,10624.3
maize,700.0,9.73,10624.3
maize,700.0,6.56,10624.3
wheat,700.0,10.56,7013.9
wheat,700.0,9.73,7013.9
wheat,700.0,6.56,7013.9
maize,700.0,9.96,10480.2
maize,700.0,9.2,10480.2
maize,700.0,5.88,10480.2
wheat,700.0,9.96,7331.2
wheat,700.0,9.2,7331.2
wheat,700.0,5.88,7331.2
maize,700.0,10.12,8827.6
maize,700.0,9.17,8827.6
maize,700.0,6.0,8827.6
wheat,700.0,10.12,7997.9
wheat,700.0,9.17,7997.9
wheat,700.0,6.0,7997.9
maize,1187.0,26.73,1188.9
rice,1187.0,26.73,1651.0
maize,1187.0,26.6,1526.0
rice,1187.0,26.6,1590.1
maize,1187.0,26.47,1204.0
rice,1187.0,26.47,1649.9
maize,1187.0,26.67,1509.2
rice,1187.0,26.67,2038.9
maize,1187.0,26.62,1493.3
rice,1187.0,26.62,2006.2
maize,1187.0,26.87,1502.0
rice,1187.0,26.87,2019.2
maize,1187.0,26.61,1515.3
rice,1187.0,26.61,2049.6
maize,1187.0,26.58,1528.5
rice,1187.0,26.58,1674.6
maize,1187.0,27.28,1485.0
rice,1187.0,27.28,1484.7
maize,1187.0,26.74,1455.7
rice,1187.0,26.74,1991.9
maize,1187.0,26.83,1457.8
rice,1187.0,26.83,2158.9
maize,1187.0,26.76,1315.0
rice,1187.0,26.76,2018.5
maize,1187.0,26.92,1490.0
rice,1187.0,26.92,2279.9
maize,1187.0,27.02,1579.4
rice,1187.0,27.02,2025.3
maize,1187.0,27.06,1561.3
rice,1187.0,27.06,2391.7
maize,1187.0,27.1,1499.4
rice,1187.0,27.1,2000.0
maize,1187.0,27.16,1543.7
rice,1187.0,27.16,1701.5
maize,1187.0,26.98,1737.1
rice,1187.0,26.98,2273.5
maize,1187.0,27.14,1696.9
rice,1187.0,27.14,2410.9
maize,1187.0,27.57,1887.4
rice,1187.0,27.57,2712.6
maize,1187.0,27.11,1645.8
rice,1187.0,27.11,2349.5
